##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;エラー:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;;エラー:510;X
EE_FOREST_DEFENSE;森林防御;Forest Defense;;;;;;;;;X
EE_JUNGLE_DEFENSE;密林防御;Jungle Defense;;;;;;;;;X
EE_SWAMP_DEFENSE;湿地防御;Swamp Defense;;;;;;;;;X
EE_URBAN_DEFENSE;市街地防御;Urban Defense;;;;;;;;;X
EE_BLIZZARD_MOVE;吹雪時の移動;Blizzard Move;;;;;;;;;X
EE_SNOW_MOVE;降雪時の移動;Snow Move;;;;;;;;;X
EE_FROZEN_MOVE;氷点下での移動;Frozen Move;;;;;;;;;X
EE_RAIN_MOVE;降雨時の移動;Rain Move;;;;;;;;;X
EE_STORM_MOVE;暴風雨時の移動;Storm Move;;;;;;;;;X
EE_MUDDY_MOVE;泥濘地移動;Muddy Move;;;;;;;;;X
EE_NIGHT_MOVE;夜間移動;Night Move;;;;;;;;;X
EE_DESERT_MOVE;砂漠移動;Desert Move;;;;;;;;;X
EE_MOUNTAIN_MOVE;山岳移動;Mountain Move;;;;;;;;;X
EE_HILL_MOVE;丘陵移動;Hill Move;;;;;;;;;X
EE_FOREST_MOVE;森林移動;Forest Move;;;;;;;;;X
EE_JUNGLE_MOVE;密林移動;Jungle Move;;;;;;;;;X
EE_SWAMP_MOVE;湿地移動;Swamp Move;;;;;;;;;X
EE_URBAN_MOVE;市街地移動;Urban Move;;;;;;;;;X
EE_ALLOW_DIG_IN;移動しない部隊は塹壕を掘って防御体勢をとります。;Our troops will now dig in when not moving.;;;;;;;;;X
EE_HQ_SUPPLY_EFF;司令部ユニットの補給効率ボーナス： %s%.1f\%%\n;HQ Supply Efficiency Bonus: %s%.1f\%%\n;;;;;;;;;X
EE_HQ_COMBAT_EVENT_CHANCE;司令部の戦闘イベント成功確率係数： %s%.1f\%%\n;HQ Combat Event Chance Multiplier: %s%.1f\%%\n;;;;;;;;;X
EE_DOMESTIC;政策方針が%dポイント%sに傾く。;Our domestic policies have moved %d towards %s.;;;;;;;;;X
EE_SET_DOMESTIC;「%s」政策を%dに設定。;Policy '%s' set to %d.;;;;;;;;;X
EE_COUNTERATTACK;反撃成功確率： %s%.1f\%%\n;Counterattack Chance: %s%.1f\%%\n;;;;;;;;;X
EE_ASSAULT;突撃成功確率： %s%.1f\%%\n;Assault Chance: %s%.1f\%%\n;;;;;;;;;X
EE_ENCIRCLEMENT;包囲成功確率： %s%.1f\%%\n;Encirclement Chance: %s%.1f\%%\n;;;;;;;;;X
EE_AMBUSH;待ち伏せ成功確率： %s%.1f\%%\n;Ambush Chance: %s%.1f\%%\n;;;;;;;;;X
EE_DELAY;遅延戦術成功確率： %s%.1f\%%\n;Delay Chance: %s%.1f\%%\n;;;;;;;;;X
EE_TACTICAL_WITHDRAWAL;戦術的退却成功確率： %s%.1f\%%\n;Tactical Withdrawal Chance: %s%.1f\%%\n;;;;;;;;;X
EE_BREAKTHROUGH;突破成功確率： %s%.1f\%%\n;Breakthrough Chance: %s%.1f\%%\n;;;;;;;;;X
EE_ADD_CORPS;軍団%sを%sに配備する。;%s is now available for orders in %s.;;;;;;;;;X
EE_ADD_DIVISION;新しい%s師団が使用可能になる。;New %s division arrives.;;;;;;;;;X
EE_REMOVE_DIVISION;%sはシナリオから削除されます。;%s is removed from the scenario.;;;;;;;;;X
EE_ALLOW_GAS_ATTACK;我が国は敵を毒ガス攻撃できるようになりました。;We now have the ability to use gas against our enemies.;;;;;;;;;X
EE_ALLOW_GAS_PROTECTION;我が国はすでに対毒ガス装備を開発しています。;We have developed adequate protection against gas attacks.;;;;;;;;;X
EE_TC_MOD;TC修正： %s%.1f\%%\n;TC Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_TC_OCCUPIED_MOD;占領プロヴィンスのTC修正： %s%.1f\%%\n;Occupied Province TC Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_ATTRITION_MOD;消耗修正： %s%.1f\%%\n;Attrition Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_SUPPLY_DIST_MOD;遠隔地補給修正： %s%.1f\%%\n;Supply Distance Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_REPAIR_MOD;修理修正： %s%.1f\%%\n;Repair Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_RESEARCH_MOD;研究修正： %s%.1f\%%\n;Research Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_RADAR_EFF;レーダー基地効率： %+.1f\%%\n;Radar Station Efficiency: %+.1f\%%\n;;;;;;;;;X
EE_SCRAP_MODEL;%s： 型式「%s」が旧式になる。;%s: Model '%s' is now obsolete.;;;;;;;;;X
EE_ALLOW_BUILDING;建設可能になる施設： %s;New Building Allowed: %s;;;;;;;;;X
EE_BUILDING_PROD_MOD;%s生産ボーナス： %+.1f\%%\n;%s Production Bonus: %+.1f\%%\n;;;;;;;;;X
EE_CONVOY_PROD_MOD;%s生産ボーナス： %+.1f\%%\n;%s Production Bonus: %+.1f\%%\n;;;;;;;;;X
EE_INFO_MAY_CAUSE;技術「%s」に発展する可能性がある。;May lead to '%s'.;;;;;;;;;X
EE_ACTIVATE_TECH;技術の1つ「%s」が可能になる。;Tech %s is now available.;;;;;;;;;X
EE_TASK_EFFICIENCY;%s効率： %+.1f\%%\n;%s Efficiency: %+.1f\%%\n;;;;;;;;;X
EE_MAX_POSITIONING;%s：最大ポジション値 %+.1f\%%\n;%s: Max Positioning %+.1f\%%\n;;;;;;;;;X
EE_MIN_POSITIONING;%s：最小ポジション値 %+.1f\%%\n;%s: Min Positioning %+.1f\%%\n;;;;;;;;;X
EE_ADD_PROV_RESOURCE;%sにおける%sの生産に%+.1f\%%\nポイント変化;%s production in %s changed by %+.1f\%%\n;;;;;;;;;X
EE_BELLIGERENCE;%sの好戦性： %s%.1f\%%\n;Belligerence of %s: %s%.1f\n;;;;;;;;;X
EE_LOCK_DIVISION;%sはもう移動も再配置もできません。;%s can no longer move or redeploy.;;;;;;;;;X
EE_UNLOCK_DIVISION;%sは移動や再配置ができます。;%s can now move and redeploy.;;;;;;;;;X
EE_DAMAGE_DIVISION;%sの戦力： %s%d\%%;%s Strength: %s%d\%%;;;;;;;;;X
EE_DISORG_DIVISION;%sの指揮統制率： %s%d\%%;%s Organization: %s%d\%%;;;;;;;;;X
EE_FREE_IC;マップ外ICが%+.0fポイント変化;Offmap IC changed by %+.0f.;;;;;;;;;X
EE_FREE_MP;マップ外労働力が%s%.2fポイント変化;Offmap Manpower changed by %s%.2f;;;;;;;;;X
EE_WAKE_LEADER;%sが司令官として選択可能になる。;%s is now available as a leader.;;;;;;;;;X
EE_DEACTIVATE_UNIT_TYPE;OFF;Deactive;;;;;;;;;X
EE_NEW_PATTERN;%sの天候が%sに変わります。;A new weather system of %s forms over %s.;;;;;;;;;X
EE_END_PATTERN;%sで%sが終わります。;The %s weather over %s dissipates.;;;;;;;;;X
EE_NUCLEAR_CARRIER_NEW;%sはG弾の搭載が可能になりました。;%s may now carry nukes.;;;;;;;;;X
EE_DOMESTIC_CURRENT;（現在： %d）; (Current: %d);;;;;;;;;X
EE_SET_RELATION;%sとの関係が%dに変更される。;Relations with %s set to %d.;;;;;;;;;X
EE_RESOURCE;%sの備蓄への1日あたりの流入量に%s%.1f\%%の変化。;Stockpile of %s changed by %s%.1f\%% of daily max income.;;;;;;;;;X
EE_TRICKLEBACK_MOD;漸次撤退修正： %s%.1f\%%\n;Trickleback Modifier: %s%.1f\%%\n;;;;;;;;;X
EE_MAX_AMPHIB_MOD;最大上陸規模： %.0f\n;Max amphibious size: %.0f\n;;;;;;;;;X
EE_NUKE_DAMAGE;G弾によるダメージ+;Nuke damage +;;;;;;;;;X
EE_WARTIME_IC_MOD;戦時工業力修正： %s%.1f\%%;Wartime IC modifier changed by %s%.1f\%%.;;;;;;;;;X
EE_AUTO_TRADE_OPTION_CHANGE;「%s」のため「%s」の自動貿易を「%s」にする。;%s auto-trade %s %s.;;;;;;;;;X
EE_STOCKPILE_MODIFIER;「%s%s」の備蓄設定： %s%.0f\%%\n;%s%sStockpile: %s%.0f\%%\n;;;;;;;;;X
EE_MILITARY_CONTROL;%sは%sの軍統帥権を獲得。;%s assumes Military Control over %s.;;;;;;;;;X
EE_END_MILITARY_CONTROL;%sは%sの軍統帥権を返還。;%s ends its Military Control over %s.;;;;;;;;;X
EE_CHANGE_FLAG_EXT;%sの国旗を変更。;Change flag of %s.;;;;;;;;;X
EE_CHANGE_COUNTRY_NAME;%sの国名を変更。;Change the name of %s.;;;;;;;;;X
EE_SET_EMBARGO_1;%sは%sを%sに対して実施。;%s enforces %s to %s.;;;;;;;;;X
EE_SET_EMBARGO_2;%sは%sに貿易と技術輸出の禁止を実施。;%s enforces Trade and Technology embargoes to %s.;;;;;;;;;X
EE_CLEAR_EMBARGO_1;%sは%sを%sに対して解除。;%s removes %s to %s.;;;;;;;;;X
EE_CLEAR_EMBARGO_2;%sは%sに貿易と技術輸出の禁止を解除。;%s removes Trade and Technology embargoes to %s.;;;;;;;;;X
EE_CLEAR_ALL_EMBARGOES_1;%sは%sを他の国家に対して解除。;%s clears all %s against other countries.;;;;;;;;;X
EE_CLEAR_ALL_EMBARGOES_2;%sは他の国家に対して貿易と技術輸出の禁止を解除。;%s clears all Trade and Technology embargoes it has against other countries.;;;;;;;;;X
EE_SECEDE_REGION;「地方」%sを%sに割譲。;Cede %s region to %s.;;;;;;;;;X
EE_SECEDE_AREA;「地域」%sを%sに割譲。;Cede %s area to %s.;;;;;;;;;X
EE_TRADE_DEAL;%sと%sは%sを締結。;%s and %s conclude %s;;;;;;;;;X
EE_ADDCLAIM;%sの領有権を得た。;We raise a claim on %s.;;;;;;;;;X
EE_REMCLAIM;%sの領有権を失った。;We remove our claim on %s.;;;;;;;;;X
EE_ALL_MAJOR;%sとの同盟。;Alliance with the %s.;;;;;;;;;X
EE_ALLIANCE_LEADER;%sが%sの盟主に就任。;%s becomes the new leader of the %s.;;;;;;;;;X
EE_ALLIANCE_NAME;同盟の名称を%sから%sへ変更。;Change the %s alliance name to %s.;;;;;;;;;X
EE_ADD_LEADER_SKILL;%sが%dのスキルを獲得。;Increase skill of %s by %d.;;;;;;;;;X
EE_ADD_LEADER_SKILL_R;ランダム司令官が%dのスキルを獲得。;Increase skill of a random leader by %d.;;;;;;;;;X
EE_SET_UNIT_STR;戦力%.1fをすべての%sに設定。;Set strength to %.1f to all %s;;;;;;;;;X
EE_ADD_UNIT_STR;戦力%+.1fをすべての%sに追加。;Add %+.1f strength to all %s;;;;;;;;;X
##;;;;;;;;;;;X
TC_FLAG;グローバルフラグ「%s」がオンである。\n;Global Flag '%s' is set\n;;;;;;;;;X
TC_LOCAL_FLAG;ローカルフラグ「%s」がオンである。\n;Local Flag '%s' is set\n;;;;;;;;;X
TC_DIVISION;%d個以上の%s師団がある。\n;At least %d %s division(s)\n;;;;;;;;;X
TC_HEAD_OF_STATE;国家元首が%sである。\n;%s is Head of State\n;;;;;;;;;X
TC_HEAD_OF_GOV;政府首班が%sである。\n;%s is Head of Government\n;;;;;;;;;X
TC_LEADER_EXISTS;司令官%sが現役である。\n;Leader %s is active\n;;;;;;;;;X
TC_MINISTER_EXISTS;大臣%sが現役である。\n;Minister %s is active\n;;;;;;;;;X
TC_TECH_KNOWN;技術「%s」の研究が完了している。\n;Tech %s is known\n;;;;;;;;;X
TC_TECH_ACTIVE;技術「%s」の研究が可能になっている。\n;Tech %s is active\n;;;;;;;;;X
TC_OIL;%d以上の石油が備蓄されている。\n;At Least %d Oil in pool\n;;;;;;;;;X
TC_ENERGY;%d以上のエネルギーが備蓄されている。\n;At Least %d Energy in pool\n;;;;;;;;;X
TC_METAL;%d以上の金属が備蓄されている。\n;At Least %d Metal in pool\n;;;;;;;;;X
TC_RARE_MATERIALS;%d以上の希少金属が備蓄されている。\n;At Least %d Rare Materials in pool\n;;;;;;;;;X
TC_SUPPLIES;%d以上の物資が備蓄されている。\n;At Least %d Supplies in pool\n;;;;;;;;;X
TC_MANPOWER;%d以上の労働力が余っている。\n;At Least %d available Manpower\n;;;;;;;;;X
TC_DIFFICULTY;難易度が%s以上である。\n;Difficulty %s or harder\n;;;;;;;;;X
TC_CONVOY_POOL;未配置の輸送船が%d隻以上ある。\n;At least %d unassigned Convoy Transports\n;;;;;;;;;X
TC_EVENT_OCCURRED;イベント「%s」が発生している。\n;Event %s has occurred\n;;;;;;;;;X
TC_RANDOM_CHANCE;%d\%%の発生確率\n;%d\%% of occurring\n;;;;;;;;;X
TC_LOST_VP;敵が%d\%%以上、%sの拠点を占領している。\n;Enemies occupy at least %d\%% of the key points in %s\n;;;;;;;;;X
TC_LOST_NATIONAL;敵が%d\%%以上、%sの本国プロヴィンスを占領している。\n;Enemies occupy at least %d\%% of the national provinces in %s\n;;;;;;;;;X
TC_LOST_IC;敵が%d\%%以上、%sのICを占領している。\n;Enemies occupy at least %d\%% of the IC in %s\n;;;;;;;;;X
TC_INTEL_DIFF;諜報能力の優位が%d以上である。\n;Intelligence Advantage is at least %d\n;;;;;;;;;X
TC_DISSENT;国民不満度が%d以上である。\n;Dissent is at least %d\n;;;;;;;;;X
TC_GOV_TYPE;政治体制が%sである。\n;Regime is %s\n;;;;;;;;;X
TC_IDEOLOGY;政府は%sである。\n;Government is %s\n;;;;;;;;;X
TC_YEAR;%d年以降である。\n;The year is at least %d\n;;;;;;;;;X
TC_VP;勝利ポイントが%d以上である。\n;Victory Points at least %d\n;;;;;;;;;X
TC_AT_WAR;戦争中\n;At War\n;;;;;;;;;X
TC_AT_WAR_WITH;%sと戦争中である。\n;At War with %s\n;;;;;;;;;X
TC_UNDER_ATTACK;%sが攻撃を受けている。\n;%s is under attack\n;;;;;;;;;X
TC_MAJOR;大国である。\n;Is a Major Nation\n;;;;;;;;;X
TC_NOT_MAJOR;大国ではない。\n;Is not a Major Nation\n;;;;;;;;;X
TC_IS_PUPPET;%sが属国である。\n;%s is a Puppet Nation\n;;;;;;;;;X
TC_PUPPET;%sが%sの属国である。\n;%s is a Puppet of %s\n;;;;;;;;;X
TC_OWNED;%sは%sが属州化している。\n;%s is owned by %s\n;;;;;;;;;X
TC_CONTROLLED;%sが%sに支配されている\n;%s is controlled by %s\n;;;;;;;;;X
TC_GARRISON;最低でも%d個師団が%sに展開している。\n;At least %d division(s) in %s\n;;;;;;;;;X
TC_GARRISON_BY;%sが最低でも%d個の師団を%sに配備している。\n;%s has at least %d division(s) in %s\n;;;;;;;;;X
TC_CONTINENT;首都が%sに存在する。\n;Capital is in %s\n;;;;;;;;;X
TC_COUNTRY_EXISTS;%sが存在する\n;%s exists\n;;;;;;;;;X
TC_ELECTION;選挙を実施可能である。\n;May hold elections\n;;;;;;;;;X
TC_DOMESTIC;%sが%d以上である。\n;%s at least %d\n;;;;;;;;;X
TC_DIVISION_EXISTS;師団名%d %dが存在する。\n;Division %d %d exists\n;;;;;;;;;X
TC_DIVISION_IN_PROV;師団名%d %dが%sに展開している。%s\n;Division %d %d stands in %s\n;;;;;;;;;X
TC_BELLIGERENCE_OF;%sの好戦性が%d以上である。\n;Belligerence of %s is at least %d\n;;;;;;;;;X
TC_BELLIGERENCE;現在の好戦性が%d以上である。\n;Current Belligerence is at least %d\n;;;;;;;;;X
TC_WAR;%sは%sと戦争中である。\n;%s at war with %s\n;;;;;;;;;X
TC_ACCESS;%sが%sに通行許可を与えている。\n;%s grants access to %s\n;;;;;;;;;X
TC_NON_AGGRESSION;%sが%sと不可侵条約を結んでいる。\n;%s and %s have a non-aggression pact\n;;;;;;;;;X
TC_GUARANTEE;%sが%sの独立を保障している。\n;%s guarantees the independence of %s\n;;;;;;;;;X
TC_TRADE;%sが%sと1つ以上の貿易協定を結んでいる。\n;%s and %s have at least one trade agreement\n;;;;;;;;;X
TC_ALLIED;%sが%sと同盟を締結している。\n;%s allied with %s\n;;;;;;;;;X
TC_VP_RANGE;勝利ポイントが%dから%dの間である。\n;Victory Points between %d and %d\n;;;;;;;;;X
TC_AND;次の条件を全て満足する。\n;AND\n;;;;;;;;;X
TC_OR;次の条件をいずれか1つ満足する。\n;OR\n;;;;;;;;;X
TC_NOT;ただし、次の条件を除外する。\n;NOT\n;;;;;;;;;X
TCNOT_ARMY_SIZE;保有する師団が%d個以下である。\n;Has below %d divisions.\n;;;;;;;;;X
TC_ARMY_SIZE;保有する師団が%d個以上である。\n;Has at least %d division(s).\n;;;;;;;;;X
TCNOT_DAY;今日はその月の%d日ではない。\n;It is not %d day of the month.\n;;;;;;;;;X
TC_DAY;今日はその月の%d日である。\n;It is the %d day of the month.\n;;;;;;;;;X
TCNOT_ARMYPER_BY;%.f\%%以下、%sの全師団数に対して保有している。\n;Has less than %.f percent of %s's number of divisions.\n;;;;;;;;;X
TC_ARMYPER_BY;%.f\%%以上、%sの全師団数に対して保有している。\n;Has at least %.f percent of %s's number of division(s).\n;;;;;;;;;X
TCNOT_OTHER_DIVISION;%sが%d個以下%sに展開している。\n;%s has below %d %s.\n;;;;;;;;;X
TC_OTHER_DIVISION;%sには%d個以上%sに展開している。\n;%s has at least %d %s.\n;;;;;;;;;X
TCNOT_OTHER_TECH_KNOWN;%sが技術「%s」の研究を完了していない\n;%s does NOT have the '%s' technology.\n;;;;;;;;;X
TC_OTHER_TECH_KNOWN;%sが技術「%s」の研究を完了している。\n;%s has the '%s' technology.\n;;;;;;;;;X
TCNOT_ESCORT_POOL;未使用護衛船団が%d個以下である。\n;Below %d unassigned Convoy Escorts\n;;;;;;;;;X
TC_ESCORT_POOL;%d個以上の未使用護衛船団を持っている。\n;At least %d unassigned Convoy Escorts\n;;;;;;;;;X
TCNOT_FLAG;グローバルフラグ「%s」がオフである。\n;Global Flag '%s' not set\n;;;;;;;;;X
TCNOT_LOCAL_FLAG;ローカルフラグ「%s」がオフである。\n;Local Flag '%s' not set\n;;;;;;;;;X
TCNOT_DIVISION;%d個以下、%sに展開している。\n;Below %d %s divisions\n;;;;;;;;;X
TCNOT_HEAD_OF_STATE;国家元首が%sではない、\n;%s is not Head of State\n;;;;;;;;;X
TCNOT_HEAD_OF_GOV;政府首班が%sではない。\n;%s is not Head of Government\n;;;;;;;;;X
TCNOT_LEADER_EXISTS;司令官%sが現役ではない。\n;Leader %s is not active\n;;;;;;;;;X
TCNOT_MINISTER_EXISTS;大臣%sが現役ではない。\n;Minister %s is not active\n;;;;;;;;;X
TCNOT_TECH_KNOWN;技術「%s」の研究が完了していない。\n;Tech %s is not known\n;;;;;;;;;X
TCNOT_TECH_ACTIVE;技術「%s」の研究が可能になっていない。\n;Tech %s is not active\n;;;;;;;;;X
TCNOT_OIL;石油の備蓄が%d以下である。\n;Below %d Oil in pool\n;;;;;;;;;X
TCNOT_ENERGY;エネルギーの備蓄が%d以下である。\n;Below %d Energy in pool\n;;;;;;;;;X
TCNOT_METAL;金属の備蓄が%d以下である。\n;Below %d Metal in pool\n;;;;;;;;;X
TCNOT_RARE_MATERIALS;希少資源の備蓄が%d以下である。\n;Below %d Rare Materials in pool\n;;;;;;;;;X
TCNOT_SUPPLIES;物資の備蓄が%d以下である。\n;Below %d Supplies in pool\n;;;;;;;;;X
TCNOT_MANPOWER;余剰労働力が%d以下である。\n;Below %d available Manpower\n;;;;;;;;;X
TCNOT_DIFFICULTY;難易度が%s以下である。\n;Below Difficulty %s\n;;;;;;;;;X
TCNOT_CONVOY_POOL;未配置の輸送船が%d隻以下である。\n;Below %d unassigned Convoy Transports\n;;;;;;;;;X
TCNOT_EVENT_OCCURRED;イベント「%s」は未発生。\n;Event %s should not have occurred\n;;;;;;;;;X
TCNOT_RANDOM_CHANCE;%d\%%の発生確率。\n;%d\%% of occurring\n;;;;;;;;;X
TCNOT_LOST_VP;敵が%d\%%以下、%sの拠点を占領している。\n;Enemies occupy less than %d\%% of the key points in %s\n;;;;;;;;;X
TCNOT_LOST_NATIONAL;敵が%d\%%以下、%sの本国プロヴィンスを占領している。\n;Enemies occupy less than %d\%% of the national provinces in %s\n;;;;;;;;;X
TCNOT_LOST_IC;敵が%d\%%以下、%sのICを占領している。\n;Enemies occupy less than %d\%% of the IC in %s\n;;;;;;;;;X
TCNOT_INTEL_DIFF;諜報能力の優位が%d以下である。\n;Intelligence Advantage is worse than %d\n;;;;;;;;;X
TCNOT_DISSENT;国民不満度が%d以下である。\n;Dissent is less than %d\n;;;;;;;;;X
TCNOT_GOV_TYPE;政治体制が%sではない。\n;Regime is not %s\n;;;;;;;;;X
TCNOT_IDEOLOGY;政府が%sではない。\n;Government is not %s\n;;;;;;;;;X
TCNOT_YEAR;年度が%dより前。\n;The year is before %d\n;;;;;;;;;X
TCNOT_VP;勝利ポイントが%dより少ない。\n;Victory Points below %d\n;;;;;;;;;X
TCNOT_AT_WAR;平時体制。\n;At Peace\n;;;;;;;;;X
TCNOT_AT_WAR_WITH;%sと和平状態。\n;At Peace with %s\n;;;;;;;;;X
TCNOT_ATTACK;%sは彼らに宣戦布告していない。\n;%s has NOT declared war on them.\n;;;;;;;;;X
TCNOT_UNDER_ATTACK;%sは攻撃されていない。\n;%s is NOT under attack\n;;;;;;;;;X
TCNOT_IS_PUPPET;%sは属国ではない。\n;%s is not a Puppet Nation\n;;;;;;;;;X
TCNOT_PUPPET;%sは%sの属国ではない。\n;%s is not a Puppet of %s\n;;;;;;;;;X
TCNOT_OWNED;%sは%sの領土ではない。\n;%s is NOT owned by %s\n;;;;;;;;;X
TCNOT_CONTROLLED;%sが%sに支配されていない。\n;%s is NOT controlled by %s\n;;;;;;;;;X
TCNOT_GARRISON;%d個以下の師団が%sに展開。\n;Below %d divisions in %s\n;;;;;;;;;X
TCNOT_GARRISON_BY;%sは%d個以下の師団を%sに展開。\n;%s has below %d divisions in %s\n;;;;;;;;;X
TCNOT_CONTINENT;首都は%sにない。\n;Capital is NOT in %s\n;;;;;;;;;X
TCNOT_COUNTRY_EXISTS;%sは存在しない。\n;%s does NOT exist\n;;;;;;;;;X
TCNOT_ELECTION;選挙はおそらく行われない。\n;May NOT hold elections\n;;;;;;;;;X
TCNOT_DOMESTIC;%sが%d以下である。\n;%s below %d\n;;;;;;;;;X
TCNOT_DIVISION_EXISTS;師団%d %dは存在しない。\n;Division %d %d does not exist\n;;;;;;;;;X
TCNOT_DIVISION_IN_PROV;師団%d %dは%sに展開していない。\n;Division %d %d is not in %s\n;;;;;;;;;X
TCNOT_BELLIGERENCE_OF;%sの好戦性が%d以下である。\n;Belligerence of %s is below %d\n;;;;;;;;;X
TCNOT_BELLIGERENCE;現在の好戦性が%d以上である。\n;Current Belligerence is at least %d\n;;;;;;;;;X
TCNOT_WAR;%sは%sと戦争状態にない。\n;%s NOT at war with %s\n;;;;;;;;;X
TCNOT_ACCESS;%sは%sに通行許可を与えていない。\n;%s is NOT granting access to %s\n;;;;;;;;;X
TCNOT_NON_AGGRESSION;%sと%sは不可侵条約を結んでいない。\n;%s and %s do NOT have a non-aggression pact\n;;;;;;;;;X
TCNOT_GUARANTEE;%sは%sの独立を保障していない。\n;%s does NOT guarantees the independence of %s\n;;;;;;;;;X
TCNOT_TRADE;%sと%sの間に貿易協定はない。\n;%s and %s have NO trade agreements\n;;;;;;;;;X
TCNOT_ALLIED;%sは%sと同盟していない\n;%s is NOT allied with %s\n;;;;;;;;;X
TCNOT_VP_RANGE;外部の勝利ポイントが%dから%dの間である。\n;Victory Points outside the range between %d and %d\n;;;;;;;;;X
TCNOT_AXIS_VP;枢軸国陣営の獲得勝利ポイントが%dより少ない。\n;Axis controls below %d Victory Points\n;;;;;;;;;X
TCNOT_ALLIES_VP;連合国陣営の獲得勝利ポイントが%dより少ない。\n;Allies control below %d Victory Points\n;;;;;;;;;X
TCNOT_COMINTERN_VP;共産国陣営の獲得勝利ポイントが%dより少ない。\n;Comintern control below %d Victory Points\n;;;;;;;;;X
TCNOT_MONTH;%d月(+1ヶ月加算する)より前である。\n;It is before month %d.\n;;;;;;;;;X
